1,2,3,8,9,10,11,12,13,14,15,16,17,18,19,20,21,LABEL
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima hingga sepuluh tahun lebih muda dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udaranya segar dan bersih.,Bertahun-tahun,Di setiap makan,75–100 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Sesuai usianya,Sesuai usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,Tidak ada,Udaranya segar dan bersih.,Kadang-kadang,Sekali sehari,25–75 persen,Gelap,Asia/India/Mediterania/Lainnya,<60,T
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Saya merokok setiap hari.,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,>60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sehari-hari,Berkali-kali,Saya merokok setiap hari.,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Tidak pernah,0–10 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sehari-hari,Berkali-kali,Saya merokok setiap hari.,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Tidak pernah,0–10 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sehari-hari,Berkali-kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Tidak pernah,Tidak pernah,0–10 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udara sangat tercemar.,Tidak pernah,Kadang-kadang,10–25 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima tahun lebih tua dari usianya,Sesuai usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Sekali untuk jerawat ketika saya masih muda,Tidak pernah,0–10 persen,Putih,Asia/India/Mediterania/Lainnya,>60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sehari-hari,Berkali-kali,Tidak ada,Udara sangat tercemar.,Tidak pernah,Tidak pernah,0–10 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lebih dari lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Saya merokok setiap hari.,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Gelap,Asia/India/Mediterania/Lainnya,>60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sehari-hari,Berkali-kali,Tidak ada,Udaranya segar dan bersih.,Tidak pernah,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,>60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lebih dari lima tahun lebih tua dari usianya,Sesuai usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sehari-hari,Berkali-kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,W
Tidak,Sesuai usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udaranya segar dan bersih.,Tidak pernah,Di setiap makan,75–100 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Sesuai usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udaranya segar dan bersih.,Tidak pernah,Di setiap makan,75–100 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Lima hingga sepuluh tahun lebih muda dari usianya,Sesuai usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Kadang-kadang,Sekali sehari,25–75 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Sesuai usianya,Lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udara sangat tercemar.,Tidak pernah,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sehari-hari,Berkali-kali,Tidak ada,Udaranya segar dan bersih.,Tidak pernah,Tidak pernah,0–10 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sekali seminggu,Lima sampai sepuluh kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udaranya segar dan bersih.,Sekali untuk jerawat ketika saya masih muda,Tidak pernah,0–10 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udara sangat tercemar.,Tidak pernah,Tidak pernah,0–10 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sehari-hari,Berkali-kali,Tidak ada,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lima hingga sepuluh tahun lebih muda dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Sesuai usianya,Lebih dari lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sehari-hari,Berkali-kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Tidak pernah,Tidak pernah,0–10 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lima hingga sepuluh tahun lebih muda dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Tidak pernah,Tidak pernah,0–10 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sehari-hari,Berkali-kali,Tidak ada,Udaranya segar dan bersih.,Tidak pernah,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Ya, sedikit saat menggerakkan wajah dan sedikit saat diam tanpa gerakan.",Lima hingga sepuluh tahun lebih muda dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Sesuai usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sehari-hari,Berkali-kali,Tidak ada,Udaranya segar dan bersih.,Sekali untuk jerawat ketika saya masih muda,Tidak pernah,0–10 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Kerutan muncul bahkan jika saya tidak tersenyum, mengerutkan kening, atau mengangkat alis.",Sesuai usianya,Sesuai usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Sekali untuk jerawat ketika saya masih muda,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Sesuai usianya,Lima tahun lebih tua dari usianya,Lebih dari sepuluh tahun,Lebih dari sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sehari-hari,Berkali-kali,Tidak ada,Udaranya segar dan bersih.,Bertahun-tahun,Kadang-kadang,10–25 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,W
Tidak,Lima tahun lebih tua dari usianya,Sesuai usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,Tidak ada,Udara sangat tercemar.,Kadang-kadang,Tidak pernah,0–10 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Lima sampai sepuluh tahun,Lima sampai sepuluh tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali seminggu,Lima sampai sepuluh kali,Tidak ada,Udaranya segar dan bersih.,Bertahun-tahun,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,W
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Tidak pernah,Tidak pernah,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Bertahun-tahun,Kadang-kadang,10–25 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Sesuai usianya,Lebih dari lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udara sangat tercemar.,Bertahun-tahun,Tidak pernah,0–10 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Lebih dari lima tahun lebih tua dari usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Sekali sebulan,Satu sampai lima kali,Tidak ada,Udara sangat tercemar.,Kadang-kadang,Tidak pernah,0–10 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Sesuai usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,Tidak ada,Udara sangat tercemar.,Kadang-kadang,Di setiap makan,75–100 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Satu sampai lima tahun lebih muda dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udaranya segar dan bersih.,Kadang-kadang,Sekali sehari,25–75 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udaranya segar dan bersih.,Bertahun-tahun,Sekali sehari,25–75 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima hingga sepuluh tahun lebih muda dari usianya,Sesuai usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Kadang-kadang,Sekali sehari,25–75 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima hingga sepuluh tahun lebih muda dari usianya,Lebih dari lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udaranya segar dan bersih.,Bertahun-tahun,Sekali sehari,25–75 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udara sangat tercemar.,Kadang-kadang,Sekali sehari,25–75 persen,Sedang,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lebih dari lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udaranya segar dan bersih.,Bertahun-tahun,Di setiap makan,75–100 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lebih dari lima tahun lebih tua dari usianya,Lima tahun lebih tua dari usianya,Tidak pernah,Tidak pernah,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Tidak pernah,Tidak pernah,Tidak ada,Udara sangat tercemar.,Bertahun-tahun,Di setiap makan,75–100 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Bertahun-tahun,Sekali sehari,25–75 persen,Sangat putih,Asia/India/Mediterania/Lainnya,<60,T
Tidak,Lebih dari lima tahun lebih tua dari usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Sesuai usia,Sekali sebulan,Satu sampai lima kali,"Saya tidak pernah merokok tetapi saya pernah tinggal bersama, dibesarkan oleh, atau bekerja dengan orang-orang yang secara teratur merokok di hadapan saya.",Udara sangat tercemar.,Kadang-kadang,Di setiap makan,75–100 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
"Hanya ketika saya menggerakkan wajah, seperti tersenyum, mengerutkan kening, atau mengangkat alis.",Sesuai usianya,Lima hingga sepuluh tahun lebih muda dari usianya,Satu sampai lima tahun,Satu sampai lima tahun,Banyak; Saya pernah tinggal di daerah yang tropis dan sangat cerah.,Lima tahun lebih tua dari usiamu,Sekali sebulan,Satu sampai lima kali,Tidak ada,Udaranya segar dan bersih.,Kadang-kadang,Sekali sehari,25–75 persen,Putih,Asia/India/Mediterania/Lainnya,<60,T
